Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer data,Meteorological observations as transcribed,Cloudy,Fair,Smoke,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other Observations Transcribed
3066,2468, APS-275576-151_11,Mss.551.5.M26,275576-151,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-09,4:00 PM,16:00,S,S,73,,,,,,,,James Madison,black clouds & some thunder,y,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,y,,,Windsor beans & black raspberries first at table.
3067,2469, APS-275576-151_12,Mss.551.5.M26,275576-151,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-10,sunrise,0:00,S,S,67,,,,,,,,James Madison,"fair, but fog rising",,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
3068,2470, APS-275576-151_12,Mss.551.5.M26,275576-151,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-10,4:00 PM,16:00,S,S,85,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,2471, APS-275576-151_13,Mss.551.5.M26,275576-151,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-11,sunrise,0:00,E/NE,,68,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3070,2472, APS-275576-151_13,Mss.551.5.M26,275576-151,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-11,4:00 PM,16:00,S,S,82,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,2473, APS-275576-151_14,Mss.551.5.M26,275576-151,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-12,sunrise,0:00,E/NE,,66,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3072,2474, APS-275576-151_14,Mss.551.5.M26,275576-151,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-12,4:00 PM,16:00,S,S,84,,,,,,,,James Madison,"mixt clouds, & much lightning at E at dusk & N; a Violent gust of wind, very large hail & rain, which blew down many houses",y,,,,,,,,,y,,,y,y,,,,,,,,,,,,,,,,,,
3073,2475, APS-275576-151_15,Mss.551.5.M26,275576-151,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-13,sunrise,0:00,E/NE,,74,,,,,,,,James Madison,"overcast, thin clouds, good rain at noon",y,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
3074,2476, APS-275576-151_15,Mss.551.5.M26,275576-151,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-13,4:00 PM,16:00,E/NE,,76,,,,,,,,James Madison,rainy,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3075,2477, APS-275576-151_16,Mss.551.5.M26,275576-151,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-14,sunrise,0:00,E,E,62,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,2478, APS-275576-151_16,Mss.551.5.M26,275576-151,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-14,4:00 PM,16:00,E/NE,,62,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,2479, APS-275576-151_17,Mss.551.5.M26,275576-151,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,,,1788-06-15,sunrise,0:00,NE,NE,60,,,,,,,,James Madison,"overcast, thick",,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3078,2480, APS-275576-151_17,Mss.551.5.M26,275576-151,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-151,Null data in wind direction.,,1788-06-15,4:00 PM,16:00,SE/NE,,68,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,2808, APS-275576-153_01,Mss.551.5.M26,275576-153,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-16,sunrise,0:00,E,E,60,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3080,2810, APS-275576-153_01,Mss.551.5.M26,275576-153,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-16,4:00 PM,16:00,SE,SE,73,,,,,,,,James Madison,clearing off,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3081,2809, APS-275576-153_02,Mss.551.5.M26,275576-153,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-16,2:00 PM,14:00,,,72,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,2811, APS-275576-153_02,Mss.551.5.M26,275576-153,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-17,sunrise,0:00,S,S,64,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3083,2812, APS-275576-153_03,Mss.551.5.M26,275576-153,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-17,4:00 PM,16:00,,,,,,,,,,,James Madison,Thunder clouds & rain at night,y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
3084,2814, APS-275576-153_03,Mss.551.5.M26,275576-153,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-18,4:00 PM,16:00,,,,,,,,,,,James Madison,thunder clouds & rain & hail up at Widow Rice's,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
3085,2813, APS-275576-153_04,Mss.551.5.M26,275576-153,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-18,sunrise,0:00,SE/E,,67,,,,,,,,James Madison,Fair to the E but cloudy to W,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,2815, APS-275576-153_04,Mss.551.5.M26,275576-153,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,"This entry includes "hazy" as a weather condition.""his entry includes "hazy" as ""is entry ",,1788-06-19,sunrise,0:00,SE/S,,68,,,,,,,,James Madison,raining - thunder & cloud & hard rain at 10 o'clock,y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
3087,2816, APS-275576-153_05,Mss.551.5.M26,275576-153,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-19,4:00 PM,16:00,S,S,78,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,2817, APS-275576-153_05,Mss.551.5.M26,275576-153,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,""Jemmy" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/01-09-02-0132).""Jemmy" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/01-09-02-0132).""emmy" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/01-09-02-0""mmy" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/01-09-""my" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/01-""y" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/0""" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/"" may be referring to James Madison  Jr. (1751-1836) for whom this was a family nickname (see https://www.montpelier.org/learn/the-life-of-james-madison). Letters indicate that he was in New York by February 21  1787 (https://founders.archives.gov/documents/Madison/",,1788-06-20,sunrise,0:00,SE/S,,58,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,2818, APS-275576-153_06,Mss.551.5.M26,275576-153,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-20,4:00 PM,16:00,SW,SW,75,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,2819, APS-275576-153_06,Mss.551.5.M26,275576-153,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-21,sunrise,0:00,S,S,56,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,2820, APS-275576-153_07,Mss.551.5.M26,275576-153,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-21,4:00 PM,16:00,E,E,76,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,2821, APS-275576-153_07,Mss.551.5.M26,275576-153,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-22,sunrise,0:00,SSE/E,,58,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,2822, APS-275576-153_08,Mss.551.5.M26,275576-153,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-22,4:00 PM,16:00,SW,SW,79,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,2823, APS-275576-153_08,Mss.551.5.M26,275576-153,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-22,2:00 PM,14:00,,,79,,79,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,2824, APS-275576-153_09,Mss.551.5.M26,275576-153,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-23,sunrise,0:00,S,S,68,,,,,,,,James Madison,"fair, but dark to the W",,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,2825, APS-275576-153_09,Mss.551.5.M26,275576-153,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-23,4:00 PM,16:00,S,S,84,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,2826, APS-275576-153_10,Mss.551.5.M26,275576-153,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-24,sunrise,0:00,E,E,64,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,2827, APS-275576-153_10,Mss.551.5.M26,275576-153,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-24,2:00 PM,14:00,,,76,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,2828, APS-275576-153_11,Mss.551.5.M26,275576-153,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-24,4:00 PM,16:00,N,N,71,,,,,,,,James Madison,"fair, black cloud & small shower at 2 o'clock cloudy",y,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3100,2829, APS-275576-153_11,Mss.551.5.M26,275576-153,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-25,sunrise,0:00,N,N,50,,,,,,,,James Madison,"fair, very cool",,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,2830, APS-275576-153_12,Mss.551.5.M26,275576-153,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-25,4:00 PM,16:00,E,E,63,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,2831, APS-275576-153_12,Mss.551.5.M26,275576-153,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,"This entry includes "hazy" as a weather condition.""his entry includes "hazy" as ""is entry ",,1788-06-26,sunrise,0:00,W,W,49,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3103,2832, APS-275576-153_13,Mss.551.5.M26,275576-153,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-26,4:00 PM,16:00,SE/S,,70,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,2833, APS-275576-153_13,Mss.551.5.M26,275576-153,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-26,2:00 PM,14:00,,,71,,72,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,2834, APS-275576-153_14,Mss.551.5.M26,275576-153,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-27,sunrise,0:00,S,S,59,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3106,2835, APS-275576-153_14,Mss.551.5.M26,275576-153,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-27,4:00 PM,16:00,S,S,63,,,,,,,,James Madison,"overcast, very thick, after a little rain",,,,,,,,y,,y,,,,,,,,,,,,,y,,,,y,,,,,"Sowed 1 qt. of Forward Peas in 4 rows, which first appeared coming up July 7th"
3107,2836, APS-275576-153_15,Mss.551.5.M26,275576-153,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-28,sunrise,0:00,S,S,68,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3108,2837, APS-275576-153_15,Mss.551.5.M26,275576-153,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-28,4:00 PM,16:00,N/W,,74,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,2838, APS-275576-153_16,Mss.551.5.M26,275576-153,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-29,sunrise,0:00,SE/S,,54,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3110,2839, APS-275576-153_16,Mss.551.5.M26,275576-153,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,No temperature recorded.,,1788-06-29,4:00 PM,16:00,,,72,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,2840, APS-275576-153_17,Mss.551.5.M26,275576-153,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-06-30,sunrise,0:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,2841, APS-275576-153_17,Mss.551.5.M26,275576-153,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-01,sunrise,0:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,2842, APS-275576-153_18,Mss.551.5.M26,275576-153,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-02,sunrise,0:00,SE/E,,62,,,,,,,,James Madison,somewhat cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,2843, APS-275576-153_18,Mss.551.5.M26,275576-153,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-02,4:00 PM,16:00,SE/E,,81,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,2844, APS-275576-153_19,Mss.551.5.M26,275576-153,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-02,2:00 PM,14:00,,,84,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,2845, APS-275576-153_19,Mss.551.5.M26,275576-153,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-03,sunrise,0:00,SE/E,,66,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,2846, APS-275576-153_20,Mss.551.5.M26,275576-153,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-03,4:00 PM,16:00,SE/S,,73,,,,,,,,James Madison,"cloud rise, some rain here, & a good one at …(illegible)",y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3118,2847, APS-275576-153_20,Mss.551.5.M26,275576-153,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-04,sunrise,0:00,,,69,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3119,2848, APS-275576-153_21,Mss.551.5.M26,275576-153,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-153,,,1788-07-04,4:00 PM,16:00,SE/S,,78,,,,,,,,James Madison,"fair, but thunder cloud to the N & a little rain at 7",,y,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,
3120,2849, APS-275576-155_01,Mss.551.5.M26,275576-155,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-05,sunrise,0:00,SE/S,,63,,,,,,,,James Madison,"clear, after a small shower in the night",,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,
3121,2850, APS-275576-155_01,Mss.551.5.M26,275576-155,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-05,4:00 PM,16:00,S,S,80,,,,,,,,James Madison,"fair, but black clouds towards the mountains, sprinkling of rain at 6",y,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3122,2851, APS-275576-155_02,Mss.551.5.M26,275576-155,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-06,sunrise,0:00,SE/S,,64,,,,,,,,James Madison,Overcast & fog,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,
3123,2852, APS-275576-155_02,Mss.551.5.M26,275576-155,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-06,4:00 PM,16:00,SE/S,,79,,,,,,,,James Madison,mixt clouds after several small showers & hard rain about 6,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3124,2854, APS-275576-155_03,Mss.551.5.M26,275576-155,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-06,2:00 PM,14:00,,,72,,79,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,2855, APS-275576-155_03,Mss.551.5.M26,275576-155,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-07,2:00 PM,14:00,,,83,,83,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,2853, APS-275576-155_04,Mss.551.5.M26,275576-155,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-07,sunrise,0:00,SE/S,,67,,,,,,,,James Madison,"fair, with some clouds fair",y,y,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,Forward Peas in 4 rows...first appeared coming up July 7th
3127,2856, APS-275576-155_04,Mss.551.5.M26,275576-155,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-07,4:00 PM,16:00,SW,SW,83,,,,,,,,James Madison,"fair & brisk wind, dark to the W, shower at 6 o'clock",,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3128,2857, APS-275576-155_05,Mss.551.5.M26,275576-155,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-08,sunrise,0:00,SW,SW,70,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
3129,2858, APS-275576-155_05,Mss.551.5.M26,275576-155,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-08,4:00 PM,16:00,S,S,82,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,2859, APS-275576-155_06,Mss.551.5.M26,275576-155,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-09,sunrise,0:00,SE/S,SE/S,70,,,,,,,,James Madison,overcast & small rain & shower at noon,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
3131,2860, APS-275576-155_06,Mss.551.5.M26,275576-155,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-09,4:00 PM,16:00,S,S,75,,,,,,,,James Madison,"fair, after several showers",,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3132,2861, APS-275576-155_07,Mss.551.5.M26,275576-155,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-09,2:00 PM,14:00,,,77,,78,78 at 1/2 after 1,13:30,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,2862, APS-275576-155_07,Mss.551.5.M26,275576-155,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-10,sunrise,0:00,S/SW,,68,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3134,2863, APS-275576-155_08,Mss.551.5.M26,275576-155,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,No temperature recorded.,,1788-07-10,4:00 PM,16:00,S,S,82,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,2864, APS-275576-155_08,Mss.551.5.M26,275576-155,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-10,2:00 PM,14:00,,,83,,83,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,2865, APS-275576-155_09,Mss.551.5.M26,275576-155,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-11,sunrise,0:00,S,S,69,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,2866, APS-275576-155_09,Mss.551.5.M26,275576-155,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-11,4:00 PM,16:00,,,,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barbacue
3138,2867, APS-275576-155_10,Mss.551.5.M26,275576-155,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-12,sunrise,0:00,S,S,68,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3139,2868, APS-275576-155_10,Mss.551.5.M26,275576-155,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-12,4:00 PM,16:00,S,S,87,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,2869, APS-275576-155_11,Mss.551.5.M26,275576-155,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-13,sunrise,0:00,S,S,72,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
3141,2870, APS-275576-155_11,Mss.551.5.M26,275576-155,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,"This entry includes "hazy" as a weather condition.""his entry includes "hazy" as ""is entry ",,1788-07-13,2:00 PM,14:00,,,88,,90,90 about 1 o'clock,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,2871, APS-275576-155_12,Mss.551.5.M26,275576-155,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-13,4:00 PM,16:00,S,S,86,,,,,,,,James Madison,"fair, but some dark clouds to the west",y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,2872, APS-275576-155_12,Mss.551.5.M26,275576-155,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-14,sunrise,0:00,N/NW,,69,,,,,,,,James Madison,fair with some clouds,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,2873, APS-275576-155_13,Mss.551.5.M26,275576-155,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-14,2:00 PM,14:00,,,88,,87.5,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,2874, APS-275576-155_13,Mss.551.5.M26,275576-155,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-14,4:00 PM,16:00,E,E,88,,,,,,,,James Madison,mixt clouds & small showers about 6 o'clock,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
3146,2875, APS-275576-155_14,Mss.551.5.M26,275576-155,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-15,sunrise,0:00,N/SE,,72,,,,,,,,James Madison,fog & cloudy after small shower in the night,y,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,
3147,2876, APS-275576-155_14,Mss.551.5.M26,275576-155,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-15,2:00 PM,14:00,,,80,,80,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,y,,Peaches first at table
3148,2877, APS-275576-155_15,Mss.551.5.M26,275576-155,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-15,4:00 PM,16:00,SE/NE,,80,,,,,,,,James Madison,many black clouds passing,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,2878, APS-275576-155_15,Mss.551.5.M26,275576-155,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-16,sunrise,0:00,NE,NE,73,,,,,,,,James Madison,"overcast & foggy, shower overnight",,,,,,,,y,,y,y,,,,,,,,,,,,,,,,,,,,,
3150,2879, APS-275576-155_16,Mss.551.5.M26,275576-155,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-16,2:00 PM,14:00,,,77,,80,Greatest heat: 80 at 5 o'clock,17:00,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,2880, APS-275576-155_16,Mss.551.5.M26,275576-155,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-155,,,1788-07-16,4:00 PM,16:00,SSE/SW,,79,,,,,,,,James Madison,"many clouds, but clearing away",y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
